Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,37.0,39,1443,19.610000000000003,0.53,764.7900000000001,2021-08
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,45.0,31,1395,18.0,0.4,558.0,2021-08
2021-08-07,2021,8,Aug,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,52.0,87,4524,28.080000000000002,0.54,2442.96,2021-08
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,45.0,111,4995,20.25,0.44999999999999996,2247.75,2021-09
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,56,2408,20.639999999999997,0.48,1155.84,2021-09
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,36.0,38,1368,18.360000000000003,0.51,697.6800000000001,2021-09
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,27,1053,21.06,0.54,568.62,2021-09
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,47.0,27,1269,19.27,0.41,520.29,2021-09
2021-09-06,2021,9,Sep,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,52.0,58,3016,26.520000000000003,0.51,1538.16,2021-09
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,53.0,94,4982,26.5,0.5,2491.0,2021-10
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,46.0,56,2576,22.54,0.49,1262.24,2021-10
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,45.0,29,1305,23.400000000000002,0.52,678.6,2021-10
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,23,1081,23.5,0.5,540.5,2021-10
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,55.0,19,1045,22.0,0.4,418.0,2021-10
2021-10-08,2021,10,Oct,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,64.0,58,3712,32.64,0.51,1893.1200000000001,2021-10
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,55.0,95,5225,26.95,0.49,2560.25,2021-11
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,46.0,63,2898,20.7,0.44999999999999996,1304.1,2021-11
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,48.0,64,3072,25.92,0.54,1658.88,2021-11
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,58,2784,26.400000000000002,0.55,1531.2,2021-11
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,58.0,44,2552,25.520000000000003,0.44,1122.88,2021-11
2021-11-07,2021,11,Nov,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,60.0,77,4620,31.200000000000003,0.52,2402.4,2021-11
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,54.0,135,7290,27.0,0.5,3645.0,2021-12
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,45.0,78,3510,21.599999999999998,0.48,1684.8,2021-12
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,47.0,74,3478,23.97,0.51,1773.78,2021-12
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,65,3120,24.0,0.5,1560.0,2021-12
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,56.0,68,3808,24.080000000000002,0.43,1637.44,2021-12
2021-12-06,2021,12,Dec,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,60.0,85,5100,33.0,0.55,2805.0,2021-12
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,38.0,126,4788,16.34,0.43,2058.84,2021-01
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,68,2584,16.72,0.44,1136.96,2021-01
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,27.0,73,1971,9.719999999999999,0.36,709.56,2021-01
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Athletic Footwear,Women's,Women's Athletic Footwear,34.0,26,884,12.92,0.38,335.92,2021-01
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Apparel,Men's,Men's Apparel,48.0,41,1968,18.72,0.39,767.52,2021-01
2021-01-17,2021,1,Jan,Northeast,Rhode Island,Providence,Apparel,Women's,Women's Apparel,38.0,70,2660,15.579999999999998,0.41,1090.6,2021-01
2021-02-15,2021,2,Feb,Northeast,Rhode Island,Providence,Street Footwear,Men's,Men's Street Footwear,36.0,140,5040,14.76,0.41,2066.4,2021-02
2021-02-15,2021,2,Feb,Northeast,Rhode Island,Providence,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,41,1558,15.96,0.42,654.36,2021-02
2021-02-15,2021,2,Feb,Northeast,Rhode Island,Providence,Street Footwear,Women's,Women's Street Footwear,29.0,60,1740,11.020000000000001,0.38,661.2,2021-02
2021-02-15,2021,2,Feb,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,32.0,68,2176,12.16,0.38,826.88,2021-02
2021-02-15,2021,2,Feb,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,48.0,41,1968,18.240000000000002,0.38,747.84,2021-02
2021-02-15,2021,2,Feb,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,38.0,75,2850,16.72,0.44,1254.0,2021-02
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,38.0,127,4826,16.72,0.44,2123.44,2021-03
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,47,1786,17.099999999999998,0.44999999999999996,803.6999999999999,2021-03
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,28.0,50,1400,10.92,0.39,546.0,2021-03
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,34.0,87,2958,12.239999999999998,0.36,1064.8799999999999,2021-03
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,46.0,29,1334,17.94,0.39,520.26,2021-03
2021-03-13,2021,3,Mar,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,39.0,54,2106,15.989999999999998,0.41,863.4599999999999,2021-03
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,38.0,117,4446,17.099999999999998,0.44999999999999996,2000.6999999999998,2021-04
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,37.0,45,1665,16.28,0.44,732.6,2021-04
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,29.0,41,1189,10.149999999999999,0.35,416.15,2021-04
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,32.0,35,1120,12.48,0.39,436.8,2021-04
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,49.0,33,1617,18.62,0.38,614.46,2021-04
2021-04-14,2021,4,Apr,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,39.0,83,3237,17.16,0.44,1424.28,2021-04
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,53.0,129,6837,22.79,0.43,2939.91,2021-05
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,54,2538,20.209999999999997,0.43,1091.34,2021-05
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,41.0,56,2296,16.400000000000002,0.4,918.4000000000001,2021-05
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,47,2068,17.16,0.39,806.52,2021-05
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,50.0,54,2700,19.0,0.38,1026.0,2021-05
2021-05-13,2021,5,May,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,55.0,88,4840,22.549999999999997,0.41,1984.3999999999999,2021-05
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,51.0,155,7905,21.419999999999998,0.42,3320.1,2021-06
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,94,4418,19.74,0.42,1855.56,2021-06
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,42.0,68,2856,15.119999999999997,0.36,1028.1599999999999,2021-06
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,65,2665,14.349999999999998,0.35,932.7499999999999,2021-06
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,51.0,59,3009,19.380000000000003,0.38,1143.42,2021-06
2021-06-15,2021,6,Jun,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,54.0,101,5454,21.599999999999998,0.4,2181.6,2021-06
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,52.0,150,7800,21.84,0.42,3276.0,2021-07
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,105,5145,21.07,0.43,2212.35,2021-07
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,41.0,77,3157,15.169999999999998,0.37,1168.09,2021-07
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,56,2464,15.84,0.36,887.04,2021-07
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,53.0,68,3604,20.669999999999998,0.39,1405.56,2021-07
2021-07-13,2021,7,Jul,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,55.0,128,7040,23.099999999999998,0.42,2956.7999999999997,2021-07
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,50.0,161,8050,22.0,0.44,3542.0,2021-08
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,88,4136,19.27,0.41,1695.76,2021-08
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,42.0,69,2898,14.7,0.35,1014.3,2021-08
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,42.0,51,2142,15.12,0.36,771.12,2021-08
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,50.0,44,2200,18.5,0.37,814.0,2021-08
2021-08-14,2021,8,Aug,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,58.0,91,5278,26.099999999999998,0.44999999999999996,2375.1,2021-08
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,53.0,135,7155,22.259999999999998,0.42,3005.1,2021-09
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,63,3087,19.6,0.4,1234.8000000000002,2021-09
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,41.0,39,1599,15.17,0.37,591.63,2021-09
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,42.0,36,1512,16.8,0.4,604.8000000000001,2021-09
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,52.0,34,1768,18.72,0.36,636.48,2021-09
2021-09-13,2021,9,Sep,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,57.0,63,3591,25.65,0.44999999999999996,1615.9499999999998,2021-09
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,57.0,120,6840,25.649999999999995,0.44999999999999996,3077.9999999999995,2021-10
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,56,2968,23.849999999999998,0.44999999999999996,1335.6,2021-10
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,53.0,34,1802,18.549999999999997,0.35,630.6999999999999,2021-10
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,54.0,27,1458,20.52,0.38,554.04,2021-10
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,62.0,27,1674,21.7,0.35,585.9,2021-10
2021-10-15,2021,10,Oct,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,66.0,65,4290,29.04,0.44,1887.6,2021-10
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,62.0,113,7006,26.66,0.43,3012.58,2021-11
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,52.0,90,4680,22.88,0.44,2059.2,2021-11
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,50.0,83,4150,18.0,0.36,1494.0,2021-11
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,51.0,80,4080,19.89,0.39,1591.2,2021-11
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,63.0,70,4410,23.939999999999998,0.38,1675.8,2021-11
2021-11-14,2021,11,Nov,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,64.0,98,6272,28.799999999999997,0.44999999999999996,2822.3999999999996,2021-11
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,64.0,150,9600,26.24,0.41,3935.9999999999995,2021-12
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,105,5565,21.2,0.4,2226.0,2021-12
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,51.0,98,4998,19.89,0.39,1949.22,2021-12
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,52.0,75,3900,19.76,0.38,1482.0,2021-12
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,62.0,84,5208,24.18,0.39,2031.1200000000001,2021-12
2021-12-13,2021,12,Dec,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,65.0,112,7280,28.599999999999998,0.44,3203.2,2021-12
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,44.0,152,6688,24.2,0.55,3678.4,2021-01
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,94,3948,25.199999999999996,0.6,2368.7999999999997,2021-01
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,32.0,91,2912,14.399999999999999,0.44999999999999996,1310.3999999999999,2021-01
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,44,1716,19.11,0.49,840.84,2021-01
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Apparel,Men's,Men's Apparel,52.0,68,3536,24.439999999999998,0.47,1661.9199999999998,2021-01
2021-01-14,2021,1,Jan,Northeast,Massachusetts,Boston,Apparel,Women's,Women's Apparel,44.0,98,4312,22.439999999999998,0.51,2199.12,2021-01
2021-02-12,2021,2,Feb,Northeast,Massachusetts,Boston,Street Footwear,Men's,Men's Street Footwear,41.0,167,6847,22.96,0.56,3834.32,2021-02
2021-02-12,2021,2,Feb,Northeast,Massachusetts,Boston,Athletic Footwear,Men's,Men's Athletic Footwear,44.0,61,2684,26.4,0.6,1610.3999999999999,2021-02
2021-02-12,2021,2,Feb,Northeast,Massachusetts,Boston,Street Footwear,Women's,Women's Street Footwear,33.0,74,2442,16.5,0.5,1221.0,2021-02
2021-02-12,2021,2,Feb,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,45,1620,16.56,0.45999999999999996,745.1999999999999,2021-02
2021-02-12,2021,2,Feb,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,54.0,63,3402,27.0,0.5,1701.0,2021-02
2021-02-12,2021,2,Feb,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,43.0,85,3655,23.22,0.54,1973.7,2021-02
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,44.0,142,6248,26.4,0.6,3748.7999999999997,2021-03
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,70,2940,23.94,0.5700000000000001,1675.8000000000002,2021-03
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Street Footwear,Women's,Women's Street Footwear,34.0,77,2618,16.66,0.49,1282.82,2021-03
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,38,1368,17.639999999999997,0.49,670.3199999999999,2021-03
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,51.0,47,2397,24.99,0.49,1174.53,2021-03
2021-03-10,2021,3,Mar,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,41.0,80,3280,22.549999999999997,0.5499999999999999,1803.9999999999998,2021-03
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,41.0,137,5617,22.960000000000004,0.56,3145.5200000000004,2021-04
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,56,2408,24.94,0.5800000000000001,1396.64,2021-04
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Street Footwear,Women's,Women's Street Footwear,32.0,65,2080,16.0,0.5,1040.0,2021-04
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,44,1584,18.0,0.5,792.0,2021-04
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,51.0,38,1938,23.459999999999997,0.45999999999999996,891.4799999999999,2021-04
2021-04-11,2021,4,Apr,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,44.0,90,3960,22.44,0.51,2019.6000000000001,2021-04
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,55.0,154,8470,31.350000000000005,0.5700000000000001,4827.900000000001,2021-05
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,54.0,80,4320,30.240000000000002,0.56,2419.2000000000003,2021-05
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Street Footwear,Women's,Women's Street Footwear,49.0,75,3675,22.539999999999996,0.45999999999999996,1690.4999999999998,2021-05
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,46.0,65,2990,21.62,0.47,1405.3,2021-05
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,55.0,72,3960,25.849999999999998,0.47,1861.1999999999998,2021-05
2021-05-10,2021,5,May,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,60.0,120,7200,31.2,0.52,3744.0,2021-05
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,58.0,163,9454,33.64,0.5800000000000001,5483.320000000001,2021-06
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,116,6148,31.270000000000007,0.5900000000000001,3627.3200000000006,2021-06
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Street Footwear,Women's,Women's Street Footwear,45.0,81,3645,21.15,0.47,1713.1499999999999,2021-06
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,90,4230,21.15,0.44999999999999996,1903.4999999999998,2021-06
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,58.0,81,4698,29.0,0.5,2349.0,2021-06
2021-06-12,2021,6,Jun,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,62.0,117,7254,32.24,0.52,3772.08,2021-06
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,54.0,182,9828,30.780000000000005,0.5700000000000001,5601.960000000001,2021-07
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,115,5865,28.560000000000002,0.56,3284.4,2021-07
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Street Footwear,Women's,Women's Street Footwear,46.0,98,4508,22.080000000000002,0.48,2163.84,2021-07
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Athletic Footwear,Women's,Women's Athletic Footwear,46.0,90,4140,22.54,0.49,2028.6,2021-07
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Apparel,Men's,Men's Apparel,54.0,94,5076,25.38,0.47,2385.72,2021-07
2021-07-10,2021,7,Jul,Northeast,Vermont,Burlington,Apparel,Women's,Women's Apparel,61.0,125,7625,31.72,0.52,3965.0,2021-07
2021-08-11,2021,8,Aug,Northeast,Vermont,Burlington,Street Footwear,Men's,Men's Street Footwear,58.0,176,10208,34.800000000000004,0.6,6124.8,2021-08
2021-08-11,2021,8,Aug,Northeast,Vermont,Burlington,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,106,5618,31.270000000000003,0.5900000000000001,3314.6200000000003,2021-08
